Companies,SectorCategory,HQ_Country,Countries_Filled,Backdate,Responded,German,Regions,Response.Sectors,Responded.To,Tags
ArcelorMittal,Heavy manufacturing,LU,BA|IN|KZ|LR|RO|ZA,2009-05-22,Yes,0,NA,Metals & steel|Mining,"Environmental NGOs say ArcelorMittal ""continues"" to destroy environment, risk people’s lives and displace communities","Clean, Healthy & Sustainable Environment|Climate Crisis|Displacement|Ownership of Property & Possessions|Personal Health"
Merck,Pharmaceutical and chemical,DE,IN,2010-02-10,Yes,1,NA,Drug-testing|Pharmaceutical,"India: NGOs object to HPV vaccines promoted by GlaxoSmithKline, MSD, citing health risks & unethical marketing",Access to Information|Children|Human rights monitoring|Illness|Personal Health|Pregnant women|Restricted access to medicines|WHO|Women
Grupo Lajat,Retail and consumer products,MX,MX,2006-04-20,Yes,0,NA,Clothing & textile,Mexico: Levi Strauss intervenes with supplier Lajat on recognition of union after pressure from workers' group - workers' lawyer receives death threat,Labour Rights
Coal India (CIL),Extractive,IN,IN,2009-02-10,Yes,0,NA,"Mining|Oil, gas & coal|Security companies",India: Coal India allegedly failing to address dangerous subsidence,"Clean, Healthy & Sustainable Environment|Personal Health"
Freeport-McMoRan,Extractive,US,ID,2005-12-28,Yes,0,NA,Mining,New York Times 9-page article on environmental & human rights concerns relating to Freeport-McMoRan's mine in West Papua - includes comments by Freeport,"Clean, Healthy & Sustainable Environment|Company Support for Initiatives Promoting Development, Economic and Social Rights|Indigenous Peoples|Payments to governments|Personal Health|Right to Education|Security Issues & Conflict Zones|Voluntary Principles on Security & Human Rights"
Ingenio Guadalupe,Food and beverage,GT,GT,2008-08-29,Yes,0,NA,Agriculture & livestock,Guatemala: Recopilación de notas sobre problemas sociales y ambientales de los agrocombustibles,Indigenous Peoples|Protests|Security Issues & Conflict Zones
Graciela Naum,Retail and consumer products,AR,AR,2006-05-18,Yes,0,NA,Clothing & textile,Bolivian Community Divided Over Sweatshops [Argentina],Forced Labour & Modern Slavery|Governments|Labour Rights|Migrants & Immigrants|Personal Health|Supply Chains
Erinys International,Other,GB,GB|IQ,2009-01-12,Yes,0,NA,Military/defence|Security companies,Private security firm Erinys Intl. sued in UK over shooting of civilians in Iraq,Injuries|Lawsuits & regulatory action|Security Issues & Conflict Zones|Violence
Kingmaker Footwear,Retail and consumer products,CN,CN,2005-08-30,Yes,0,NA,"Auditing, consulting & accounting|Clothing & textile|Footwear","China: Kingmaker Footwear allegedly deceives workplace monitors, hides poor working conditions - supplies Clarks & Skechers",Company Policies|Human rights monitoring|Labour Rights|Personal Health
SalmonChile,Food and beverage,CL,CL,2006-07-11,Yes,0,NA,Fishing,The human cost of salmon farming [Chile],Deaths|Labour Rights
Friosur,Food and beverage,CL,CL,2006-07-11,Yes,0,NA,Fishing|Food & beverage,The human cost of salmon farming [Chile],Deaths|Labour Rights
Ecuavital Biox,Other,EC,EC,2007-06-28,Yes,0,NA,"Cleaning & maintenance|Oil, gas & coal|Security companies",Ecuador: Acusan a guardias de empresa remediadora de reprimir a defensores de derechos humanos,Personal Health
Sainsbury's,Retail and consumer products,GB,CR,2007-04-23,Yes,0,NA,Agriculture & livestock|Supermarkets & grocery,ActionAid says UK supermarkets' purchasing practices keep women workers in poverty & harmful working conditions,Labour Rights|Supply Chains
Ali Baba Foods,Food and beverage,ZA,ZA,2008-10-13,Yes,0,NA,Food & beverage,So. Africa: Union says members shot while protesting lock-out by Ali Baba Foods,Labour Rights|Protests|Security Issues & Conflict Zones
KBC,Financial services,BE,GE,2006-02-07,Yes,0,NA,Arms/Weapons|Finance & banking,"AXA, ING, Fortis, Dexia & KBC have invested over US$8 billion in companies & projects implicated in human rights violations, says Belgian NGO",Intimidation|Socially-responsible investing & shareholder activism
United States Steel (US Steel),Heavy manufacturing,US,US,2006-05-19,Yes,0,NA,Metals & steel,"""Toxic 100"" list of corporate air polluters, prepared by Univ. of Massachusetts research institute (PERI): Alcoa in top 10.","Clean, Healthy & Sustainable Environment|Personal Health"
TotalEnergies (formerly Total),Extractive,FR,MM,2008-05-21,Yes,0,NA,"Oil, gas & coal",Burma Campaign UK says Total has helped to keep in power govt. that is “killing thousands by denying aid”,People living with HIV/AIDs|Personal Health
China Road and Bridge Corporation,Infrastructure and utilities,CN,CG,2007-05-22,Yes,0,NA,Cement|Road-building,Rep. of Congo: Congolese workers at Chinese cement factory allege labour abuses including nationality discrimination,Chinese Overseas Investment|Labour Rights
Dole (formerly Standard Fruit Company),Food and beverage,US,CR|PE,2009-11-06,Yes,0,Americas,Agriculture & livestock|Food & beverage,Labour coalition says workers' rights abuses persist on Dole plantations in Latin America,Labour Rights|Supply Chains
Carlsberg Breweries,Food and beverage,DK,CN,2007-04-13,Yes,0,NA,Food & beverage,China: Joint-venture involving Carlsberg found to be polluting local water supplies,"Access to Water|Clean, Healthy & Sustainable Environment"
Bristol-Myers Squibb,Pharmaceutical and chemical,US,GT,2005-04-12,Yes,0,NA,Pharmaceutical,Guatemala: HIV patients protest new trade laws urged by USA that restrict access to generic medicines - Bristol-Myers Squibb says patent protections needed to fuel innovation,Illness|Personal Health|Restricted access to medicines|UN
SLB (former Schlumberger),Extractive,US,LY,2006-05-07,Yes,0,NA,"Oil, gas & coal",Libya: Job seeker with Schlumberger says he was told by a company representative not to apply because of his age,Age discrimination
Henan Rebecca,Retail and consumer products,CN,CN,2005-08-23,Yes,0,NA,Wigs,"6 banks listed among top shareholders of Chinese wig firm reportedly using forced prison labour: Deutsche Bank, HSBC, ING, Merrill Lynch, Morgan Stanley, UBS",Labour Rights|Prison Labour
Pacific Rim Mining,Extractive,CA,HN|SV,2009-09-20,Yes,0,NA,Mining,"El Salvador: ""Late night sunrise"" - documentary film on social impacts of the El Dorado mine, owned by Pacific Rim","Clean, Healthy & Sustainable Environment|Intimidation|Killings"
Monsanto (part of Bayer),Food and beverage,US,IN,2007-10-23,Yes,0,NA,Agriculture & livestock,"Over 400,000 children working in cottonseed fields, often bonded labour.",Child labour
Baishanlin International Forest Development,Extractive,CN,GY,2007-08-28,Yes,0,NA,Logging & lumber,Guyana: Alleged safety & labour abuses by Chinese-owned wood processing factory,Chinese Overseas Investment|Labour Rights|Personal Health
De Beers (part of Anglo American),Extractive,ZA,BW,2008-10-23,Yes,0,NA,Diamond|Mining,Botswana: De Beers returns to mine Central Kalahari Game Reserve while Bushmen are still displaced,Impact Assessment
Yahoo!,Information technology,US,CN,2006-05-16,Yes,0,NA,Technology: Internet & social media,"Amnesty Intl. online actions call on Microsoft, Yahoo!, Google not to assist govts. in repression of internet freedom","Freedom of Expression|Protection from arbitrary arrest, detention or exile|Right to Privacy"
Argos (part of Home Retail Group)|Home Retail Group,Information technology,GB,no_data,2007-06-28,Yes,0,Africa,Jewellery|Mining|Retail,"CAFOD calls on Argos, Goldsmiths to sign 12 ""Golden Rules"" to reduce harmful social & environmental impacts of gold mining","Clean, Healthy & Sustainable Environment|Economic, Social, and Cultural Rights|Supply Chains"
Abbott Laboratories,Pharmaceutical and chemical,US,GT,2005-07-13,Yes,0,Africa,Pharmaceutical,NA,"Company Support for Initiatives Promoting Development, Economic and Social Rights|Intellectual Property|People living with HIV/AIDs|Personal Health|Restricted access to medicines"
Deutsche Bank,Financial services,DE,AO,2005-12-13,Yes,1,NA,Finance & banking,Table indicating which banks have responded to concerns raised about loan to Sonangol (Angola’s state oil company),Payments to governments
Walt Disney,Other,US,FR,2006-02-03,Yes,0,NA,Amusement park|Entertainment|Recruitment agencies,"France: Lawsuit against employment agency Adecco alleges it ""rated"" job applicants by race in 2000 - clients that refused to accept black employees include hotels, restaurants, department stores","Racial, ethnicity, caste or origin discrimination"
Alcoa,Extractive,US,BR,2005-06-15,Yes,0,NA,Energy|Metals & steel,Barra Grande dam: Terra de Direitos and Movimento dos Atingidos por Barragens file OECD Guidelines complaint raising social & environmental concerns.,"Clean, Healthy & Sustainable Environment|Impact Assessment|Land Rights|OECD Guidelines"
ArcelorMittal,Heavy manufacturing,LU,KZ,2008-05-20,Yes,0,NA,Metals & steel,NGO report provides 9 cases of alleged social & environmental harm caused by ArcelorMittal,"Clean, Healthy & Sustainable Environment|Economic, Social, and Cultural Rights"
Shell plc,Extractive,GB,NG,2009-01-22,Yes,0,NA,"Oil, gas & coal","Report says UK companies “getting away” with human rights abuses abroad - proposes new UK Commission on Business, Human Rights & Environment","Clean, Healthy & Sustainable Environment|Personal Health"
Grupo Agbar (Aguas de Barcelona),Infrastructure and utilities,ES,MX,2008-06-30,Yes,0,NA,Water companies,"México: Denuncian que compañía de agua Agbar ""viola el derecho humano al agua"" en Coahuila","Access to Information|Access to Water|Economic, Social, and Cultural Rights"
Newmont (formerly Newmont Goldcorp),Extractive,US,GH,2005-06-15,Yes,0,NA,Mining,"Friends of the Earth & local communities call on Newmont to stop ""poisoning"" drinking water near its mining operations","Access to Water|Adequate Living Standards|Clean, Healthy & Sustainable Environment|Displacement|Economic, Social, and Cultural Rights|Housing|Illness|National human rights institutions (NHRI)|Ownership of Property & Possessions|Personal Health"
Amazon.com,Other,US,GB,2005-11-30,Yes,0,NA,Prostitution & sex trafficking|Technology: Internet & social media,Amazon sells tour guide for paedophiles on its website (BBC report - includes response by Amazon),Children|Freedom of Expression|Rape & sexual abuse
BNP Paribas,Financial services,FR,FR,2008-04-21,Yes,0,NA,Arms/Weapons|Finance & banking,Antipersonnel landmines and cluster bombs - Amnesty International denounces the investment policies of France’s leading banking institutions,Company Policies|Security Issues & Conflict Zones
AngloGold Ashanti,Extractive,ZA,GH,2009-08-07,Yes,0,NA,Mining,"Ghana: Mining companies told to stop human rights abuses, be good corporate citizens","Economic, Social, and Cultural Rights|Judicial system|Lawsuits & regulatory action|Security Issues & Conflict Zones"
Lahmeyer,Extractive,DE,SD,2007-09-05,Yes,1,NA,Construction|Engineering|Hydropower & dam projects,"UN Special Rapporteur on adequate housing statement re Merowe dam, Sudan, 27 Aug 2007 - and company responses",Adequate Living Standards|Displacement|Housing|Ownership of Property & Possessions
Himagiri Hydro Energy,Extractive,IN,IN,2009-03-09,Yes,0,NA,Energy|Hydropower & dam projects,India: Petition says Himagiri Hydro Energy's Panan hydro-electric project will harm environment & Lepcha community's culture - calls for release of arrested activists,"Clean, Healthy & Sustainable Environment|Cultural Rights|Governments|Indigenous Peoples|Lawsuits & regulatory action|Protests"
BHP,Extractive,AU,CO|GB|GT|ID|PH,2008-11-10,Yes,0,NA,Mining,London Mining Network report of BHP Billiton annual meeting says company failed to respond to social & environmental concerns,"Clean, Healthy & Sustainable Environment|Climate Crisis|Deaths|Economic, Social, and Cultural Rights|Indigenous Peoples|Personal Health"
OceanaGold,Extractive,AU,PH,2009-11-24,Yes,0,NA,Mining,Draft resolution of  Human Rights Commission re: OceanaGold's role in Didipio [Philippines],"Clean, Healthy & Sustainable Environment|Displacement|Lawsuits & regulatory action|Ownership of Property & Possessions"
Ford,Heavy manufacturing,US,US,2006-05-25,Yes,0,NA,Automobile & other motor vehicles,"""Toxic 100"" list of corporate air polluters, prepared by Univ. of Massachusetts research institute (PERI): Alcoa in top 10.","Clean, Healthy & Sustainable Environment|Personal Health"
National Mineral Development Corporation (NMDC),Extractive,IN,IN,2005-06-02,Yes,0,NA,Mining,India: Report alleges widespread child labour in Karnataka iron ore & granite mines,Child labour|Personal Health
AngloGold Ashanti,Extractive,ZA,GH,2006-01-16,Yes,0,NA,Mining,"Ghana: Police fired on farmers in November, killing one - were protesting inadequate compensation from Newmont for losses of crop trees","Economic, Social, and Cultural Rights|Injuries|Protests|Violence"
Lee Group,Other,NG,NG,2008-06-02,Yes,0,NA,Plastics,"Nigeria: Workers allege 'inhuman treatment', use of underaged labour and ban on unionisation at Lee Group",Labour Rights
AngloGold Ashanti,Extractive,ZA,TZ,2009-12-02,Yes,0,NA,Mining,Tanzania: Study alleges leakages from Barrick Gold & AngloGold Ashanti mines have led to contamination of water sources,"Access to Water|Clean, Healthy & Sustainable Environment|Impact Assessment|Personal Health"
McDonald's,Food and beverage,US,US,2006-01-10,Yes,0,NA,Agriculture & livestock|Restaurants & bars,USA: Coalition of Immokalee Workers alleges McDonald's using new voluntary certification programme instead of adequately addressing farmworkers' labour rights & pay,Company Policies|Guidelines by Businesses|Labour Rights|Personal Health|Supply Chains
Swarovski,Retail and consumer products,AT,IN,2006-05-04,Yes,0,NA,Clothing & textile|Jewellery,"India: Widespread use of child labour revealed, for ""Swarovski"" beadwork on saris (article includes statements by Swarovski)",Child labour|Personal Health|Supply Chains
Monsanto (part of Bayer),Food and beverage,US,IN,2006-05-30,Yes,0,NA,Agriculture & livestock,Letter raises questions with Monsanto regarding its approach to tackling child labour in cotton seed production in India,Child labour|Company Policies
